Spanish	4	251161	462
	1)	_	0	0	0.0
		1)	_d	0	0	0.0
			1)	_de	0	0	0.0
				1)	_de_	1	9191	0.01071948
				2)	_del	20	1664	0.0019407262
				3)	_des	60	844	9.843587E-4
				4)	_deb	61	820	9.5636747E-4
				5)	_dec	170	397	4.6302183E-4
			2)	_di	0	0	0.0
				1)	_dis	214	323	3.7671547E-4
				2)	_dic	417	214	2.495886E-4
				3)	_dir	426	211	2.4608968E-4
		2)	_l	0	0	0.0
			1)	_la	0	0	0.0
				1)	_la_	2	6129	0.007148264
				2)	_las	16	2001	0.0023337698
			2)	_lo	0	0	0.0
				1)	_los	11	2544	0.0029670717
				2)	_lo_	76	717	8.362384E-4
		3)	_q	0	0	0.0
			1)	_qu	0	0	0.0
				1)	_que	4	5101	0.0059493054
				2)	_qui	176	386	4.5019249E-4
		4)	_e	0	0	0.0
			1)	_en	0	0	0.0
				1)	_en_	5	4085	0.0047643427
				2)	_ent	178	381	4.4436098E-4
			2)	_el	0	0	0.0
				1)	_el_	6	3647	0.0042535025
				2)	_ell	414	215	2.5075488E-4
			3)	_es	0	0	0.0
				1)	_est	12	2542	0.0029647392
				2)	_es_	37	1231	0.0014357176
				3)	_esp	164	403	4.7001962E-4
			4)	_eu	0	0	0.0
				1)	_eur	222	317	3.697177E-4
			5)	_em	0	0	0.0
				1)	_emp	237	307	3.5805465E-4
			6)	_ex	0	0	0.0
				1)	_exp	386	224	2.612516E-4
				2)	_exi	447	206	2.4025817E-4
			7)	_ec	0	0	0.0
				1)	_eco	404	218	2.542538E-4
		5)	_c	0	0	0.0
			1)	_co	0	0	0.0
				1)	_con	8	3118	0.003636529
				2)	_com	24	1574	0.001835759
			2)	_cu	0	0	0.0
				1)	_cua	189	374	4.361969E-4
				2)	_cue	197	358	4.1753604E-4
			3)	_cr	0	0	0.0
				1)	_cre	202	348	4.0587303E-4
			4)	_ca	0	0	0.0
				1)	_cas	407	217	2.530875E-4
		6)	_p	0	0	0.0
			1)	_pa	0	0	0.0
