Spanish	3	508545	646
	1)	_	0	0	0.0
		1)	_d	0	0	0.0
			1)	_de	1	13745	0.016030818
			2)	_di	93	1226	0.001429886
			3)	_da	477	277	3.2306561E-4
			4)	_do	547	240	2.7991243E-4
		2)	_l	0	0	0.0
			1)	_la	4	8302	0.009682638
			2)	_lo	26	3335	0.0038896166
			3)	_le	359	378	4.408621E-4
			4)	_lu	463	286	3.3356232E-4
			5)	_ll	633	206	2.4025817E-4
			6)	_li	643	201	2.3442667E-4
		3)	_q	0	0	0.0
			1)	_qu	8	5624	0.006559281
		4)	_c	0	0	0.0
			1)	_co	12	5300	0.0061814
			2)	_ca	111	1018	0.0011872952
			3)	_cu	115	994	0.001159304
			4)	_cr	279	464	5.41164E-4
			5)	_ci	384	351	4.0937195E-4
			6)	_cl	616	212	2.47256E-4
			7)	_ce	630	208	2.4259077E-4
		5)	_e	0	0	0.0
			1)	_en	14	4872	0.0056822225
			2)	_es	15	4796	0.0055935835
			3)	_el	18	4020	0.0046885335
			4)	_ex	158	772	9.0038497E-4
			5)	_em	287	453	5.283347E-4
			6)	_eu	413	318	3.7088396E-4
			7)	_ec	584	226	2.635842E-4
		6)	_s	0	0	0.0
			1)	_se	20	3777	0.004405122
			2)	_si	73	1465	0.0017086321
			3)	_so	92	1234	0.0014392164
			4)	_su	95	1218	0.0014205556
			5)	_sa	514	253	2.9507437E-4
		7)	_y	0	0	0.0
			1)	_y_	27	3266	0.0038091417
			2)	_ya	580	228	2.659168E-4
		8)	_r	0	0	0.0
			1)	_re	28	3092	0.003606205
		9)	_p	0	0	0.0
			1)	_pr	29	2952	0.0034429228
			2)	_po	31	2869	0.0033461198
			3)	_pa	39	2356	0.002747807
			4)	_pe	85	1304	0.0015208576
			5)	_pu	155	783	9.132143E-4
			6)	_pl	465	285	3.32396E-4
		10)	_a	0	0	0.0
			1)	_a_	30	2925	0.0034114327
			2)	_al	86	1297	0.0015126935
			3)	_ac	148	814	9.493697E-4
			4)	_ap	179	661	7.709255E-4
			5)	_as	213	578	6.741224E-4
